protein_id	protein_name	genome_name	genome_id	length
AGC34384.1--GCA_000905075.1	hypothetical protein HVTV1_13	Halovirus HVTV-1	GCA_000905075.1	62
AGC34385.1--GCA_000905075.1	hypothetical protein HVTV1_14	Halovirus HVTV-1	GCA_000905075.1	77
AGC34386.1--GCA_000905075.1	hypothetical protein HVTV1_16	Halovirus HVTV-1	GCA_000905075.1	100
AGC34387.1--GCA_000905075.1	hypothetical protein HVTV1_17	Halovirus HVTV-1	GCA_000905075.1	92
AGC34388.1--GCA_000905075.1	hypothetical protein HVTV1_18	Halovirus HVTV-1	GCA_000905075.1	66
AGC34389.1--GCA_000905075.1	hypothetical protein HVTV1_19	Halovirus HVTV-1	GCA_000905075.1	101
AGC34390.1--GCA_000905075.1	hypothetical protein HVTV1_20	Halovirus HVTV-1	GCA_000905075.1	130
AGC34391.1--GCA_000905075.1	ribonucleotide reductase alpha subunit	Halovirus HVTV-1	GCA_000905075.1	993
AGC34392.1--GCA_000905075.1	hypothetical protein HVTV1_22	Halovirus HVTV-1	GCA_000905075.1	95
AGC34393.1--GCA_000905075.1	hypothetical protein HVTV1_23	Halovirus HVTV-1	GCA_000905075.1	89
AGC34394.1--GCA_000905075.1	hypothetical protein HVTV1_24	Halovirus HVTV-1	GCA_000905075.1	58
AGC34395.1--GCA_000905075.1	hypothetical protein HVTV1_25	Halovirus HVTV-1	GCA_000905075.1	383
AGC34396.1--GCA_000905075.1	hypothetical protein HVTV1_26	Halovirus HVTV-1	GCA_000905075.1	196
AGC34397.1--GCA_000905075.1	hypothetical protein HVTV1_27	Halovirus HVTV-1	GCA_000905075.1	438
AGC34398.1--GCA_000905075.1	hypothetical protein HVTV1_28	Halovirus HVTV-1	GCA_000905075.1	165
AGC34399.1--GCA_000905075.1	hypothetical protein HVTV1_29	Halovirus HVTV-1	GCA_000905075.1	48
AGC34400.1--GCA_000905075.1	hypothetical protein HVTV1_30	Halovirus HVTV-1	GCA_000905075.1	94
AGC34401.1--GCA_000905075.1	hypothetical protein HVTV1_31	Halovirus HVTV-1	GCA_000905075.1	100
AGC34402.1--GCA_000905075.1	hypothetical protein HVTV1_32	Halovirus HVTV-1	GCA_000905075.1	81
AGC34403.1--GCA_000905075.1	hypothetical protein HVTV1_33	Halovirus HVTV-1	GCA_000905075.1	163
AGC34404.1--GCA_000905075.1	YonJ-like protein	Halovirus HVTV-1	GCA_000905075.1	431
AGC34405.1--GCA_000905075.1	hypothetical protein HVTV1_35	Halovirus HVTV-1	GCA_000905075.1	127
AGC34406.1--GCA_000905075.1	hypothetical protein HVTV1_36	Halovirus HVTV-1	GCA_000905075.1	193
AGC34407.1--GCA_000905075.1	replication factor C small subunit	Halovirus HVTV-1	GCA_000905075.1	241
AGC34408.1--GCA_000905075.1	thymidylate synthetase	Halovirus HVTV-1	GCA_000905075.1	301
AGC34409.1--GCA_000905075.1	hypothetical protein HVTV1_39	Halovirus HVTV-1	GCA_000905075.1	246
AGC34410.1--GCA_000905075.1	hypothetical protein HVTV1_40	Halovirus HVTV-1	GCA_000905075.1	190
AGC34411.1--GCA_000905075.1	hypothetical protein HVTV1_41	Halovirus HVTV-1	GCA_000905075.1	161
AGC34412.1--GCA_000905075.1	hypothetical protein HVTV1_42	Halovirus HVTV-1	GCA_000905075.1	88
AGC34413.1--GCA_000905075.1	MazG-like protein	Halovirus HVTV-1	GCA_000905075.1	103
AGC34414.1--GCA_000905075.1	hypothetical protein HVTV1_44	Halovirus HVTV-1	GCA_000905075.1	59
AGC34415.1--GCA_000905075.1	hypothetical protein HVTV1_45	Halovirus HVTV-1	GCA_000905075.1	34
AGC34416.1--GCA_000905075.1	Hef nuclease	Halovirus HVTV-1	GCA_000905075.1	228
AGC34417.1--GCA_000905075.1	hypothetical protein HVTV1_47	Halovirus HVTV-1	GCA_000905075.1	45
AGC34418.1--GCA_000905075.1	hypothetical protein HVTV1_48	Halovirus HVTV-1	GCA_000905075.1	50
AGC34419.1--GCA_000905075.1	hypothetical protein HVTV1_49	Halovirus HVTV-1	GCA_000905075.1	86
AGC34420.1--GCA_000905075.1	hypothetical protein HVTV1_50	Halovirus HVTV-1	GCA_000905075.1	85
AGC34421.1--GCA_000905075.1	hypothetical protein HVTV1_51	Halovirus HVTV-1	GCA_000905075.1	154
AGC34422.1--GCA_000905075.1	hypothetical protein HVTV1_52	Halovirus HVTV-1	GCA_000905075.1	129
AGC34423.1--GCA_000905075.1	hypothetical protein HVTV1_53	Halovirus HVTV-1	GCA_000905075.1	158
AGC34424.1--GCA_000905075.1	hypothetical protein HVTV1_54	Halovirus HVTV-1	GCA_000905075.1	153
AGC34425.1--GCA_000905075.1	hypothetical protein HVTV1_56	Halovirus HVTV-1	GCA_000905075.1	45
AGC34426.1--GCA_000905075.1	von Willebrand factor type A	Halovirus HVTV-1	GCA_000905075.1	743
AGC34427.1--GCA_000905075.1	hypothetical protein HVTV1_58	Halovirus HVTV-1	GCA_000905075.1	62
AGC34428.1--GCA_000905075.1	ATPase AAA	Halovirus HVTV-1	GCA_000905075.1	445
AGC34429.1--GCA_000905075.1	hypothetical protein HVTV1_60	Halovirus HVTV-1	GCA_000905075.1	150
AGC34430.1--GCA_000905075.1	hypothetical protein HVTV1_61	Halovirus HVTV-1	GCA_000905075.1	140
AGC34431.1--GCA_000905075.1	hypothetical protein HVTV1_62	Halovirus HVTV-1	GCA_000905075.1	74
AGC34432.1--GCA_000905075.1	HNH endonuclease	Halovirus HVTV-1	GCA_000905075.1	141
AGC34433.1--GCA_000905075.1	hypothetical protein HVTV1_64	Halovirus HVTV-1	GCA_000905075.1	174
AGC34434.1--GCA_000905075.1	SprT-like protein	Halovirus HVTV-1	GCA_000905075.1	238
AGC34435.1--GCA_000905075.1	hypothetical protein HVTV1_66	Halovirus HVTV-1	GCA_000905075.1	259
AGC34436.1--GCA_000905075.1	hypothetical protein HVTV1_67	Halovirus HVTV-1	GCA_000905075.1	74
AGC34437.1--GCA_000905075.1	hypothetical protein HVTV1_68	Halovirus HVTV-1	GCA_000905075.1	64
AGC34438.1--GCA_000905075.1	hypothetical protein HVTV1_69	Halovirus HVTV-1	GCA_000905075.1	386
AGC34439.1--GCA_000905075.1	GTP cyclohydrolase	Halovirus HVTV-1	GCA_000905075.1	199
AGC34440.1--GCA_000905075.1	hypothetical protein HVTV1_71	Halovirus HVTV-1	GCA_000905075.1	58
AGC34441.1--GCA_000905075.1	hypothetical protein HVTV1_72	Halovirus HVTV-1	GCA_000905075.1	40
AGC34442.1--GCA_000905075.1	radical SAM family-like protein	Halovirus HVTV-1	GCA_000905075.1	261
AGC34443.1--GCA_000905075.1	hypothetical protein HVTV1_74	Halovirus HVTV-1	GCA_000905075.1	88
AGC34444.1--GCA_000905075.1	hypothetical protein HVTV1_75	Halovirus HVTV-1	GCA_000905075.1	44
AGC34445.1--GCA_000905075.1	QueD	Halovirus HVTV-1	GCA_000905075.1	153
AGC34446.1--GCA_000905075.1	QueC	Halovirus HVTV-1	GCA_000905075.1	254
AGC34447.1--GCA_000905075.1	HNH endonuclease	Halovirus HVTV-1	GCA_000905075.1	162
AGC34448.1--GCA_000905075.1	hypothetical protein HVTV1_79	Halovirus HVTV-1	GCA_000905075.1	138
AGC34449.1--GCA_000905075.1	hypothetical protein HVTV1_80	Halovirus HVTV-1	GCA_000905075.1	71
AGC34450.1--GCA_000905075.1	hypothetical protein HVTV1_81	Halovirus HVTV-1	GCA_000905075.1	107
AGC34451.1--GCA_000905075.1	7-cyano-7-deazaguanine reductase	Halovirus HVTV-1	GCA_000905075.1	153
AGC34452.1--GCA_000905075.1	hypothetical protein HVTV1_83	Halovirus HVTV-1	GCA_000905075.1	305
AGC34453.1--GCA_000905075.1	hypothetical protein HVTV1_84	Halovirus HVTV-1	GCA_000905075.1	25
AGC34454.1--GCA_000905075.1	hypothetical protein HVTV1_85	Halovirus HVTV-1	GCA_000905075.1	51
AGC34455.1--GCA_000905075.1	hypothetical protein HVTV1_86	Halovirus HVTV-1	GCA_000905075.1	169
AGC34456.1--GCA_000905075.1	replication factor C large subunit	Halovirus HVTV-1	GCA_000905075.1	417
AGC34457.1--GCA_000905075.1	hypothetical protein HVTV1_88	Halovirus HVTV-1	GCA_000905075.1	156
AGC34458.1--GCA_000905075.1	N6-adenine DNA methyltransferase	Halovirus HVTV-1	GCA_000905075.1	283
AGC34459.1--GCA_000905075.1	hypothetical protein HVTV1_90	Halovirus HVTV-1	GCA_000905075.1	165
AGC34460.1--GCA_000905075.1	DNA polymerase	Halovirus HVTV-1	GCA_000905075.1	913
AGC34461.1--GCA_000905075.1	HNH domain endonuclease	Halovirus HVTV-1	GCA_000905075.1	98
AGC34462.1--GCA_000905075.1	RecB	Halovirus HVTV-1	GCA_000905075.1	267
AGC34463.1--GCA_000905075.1	hypothetical protein HVTV1_94	Halovirus HVTV-1	GCA_000905075.1	105
AGC34464.1--GCA_000905075.1	hypothetical protein HVTV1_95	Halovirus HVTV-1	GCA_000905075.1	62
AGC34465.1--GCA_000905075.1	replication factor C small subunit	Halovirus HVTV-1	GCA_000905075.1	327
AGC34466.1--GCA_000905075.1	hypothetical protein HVTV1_97	Halovirus HVTV-1	GCA_000905075.1	60
AGC34467.1--GCA_000905075.1	thymidylate kinase	Halovirus HVTV-1	GCA_000905075.1	195
AGC34468.1--GCA_000905075.1	hypothetical protein HVTV1_99	Halovirus HVTV-1	GCA_000905075.1	167
AGC34469.1--GCA_000905075.1	hypothetical protein HVTV1_100	Halovirus HVTV-1	GCA_000905075.1	382
AGC34470.1--GCA_000905075.1	hypothetical protein HVTV1_101	Halovirus HVTV-1	GCA_000905075.1	285
AGC34471.1--GCA_000905075.1	hypothetical protein HVTV1_102	Halovirus HVTV-1	GCA_000905075.1	165
AGC34472.1--GCA_000905075.1	hypothetical protein HVTV1_103	Halovirus HVTV-1	GCA_000905075.1	516
AGC34473.1--GCA_000905075.1	hypothetical protein HVTV1_104	Halovirus HVTV-1	GCA_000905075.1	347
AGC34474.1--GCA_000905075.1	DNA repair, RadA-like protein	Halovirus HVTV-1	GCA_000905075.1	303
AGC34475.1--GCA_000905075.1	hypothetical protein HVTV1_106	Halovirus HVTV-1	GCA_000905075.1	50
AGC34476.1--GCA_000905075.1	hypothetical protein HVTV1_107	Halovirus HVTV-1	GCA_000905075.1	37
AGC34477.1--GCA_000905075.1	hypothetical protein HVTV1_108	Halovirus HVTV-1	GCA_000905075.1	220
AGC34478.1--GCA_000905075.1	HNH endonuclease	Halovirus HVTV-1	GCA_000905075.1	214
AGC34479.1--GCA_000905075.1	terminase large subunit	Halovirus HVTV-1	GCA_000905075.1	481
AGC34480.1--GCA_000905075.1	HNH domain endonuclease	Halovirus HVTV-1	GCA_000905075.1	208
AGC34481.1--GCA_000905075.1	hypothetical protein HVTV1_112	Halovirus HVTV-1	GCA_000905075.1	622
AGC34482.1--GCA_000905075.1	hypothetical protein HVTV1_113	Halovirus HVTV-1	GCA_000905075.1	1048
AGC34483.1--GCA_000905075.1	head assembly	Halovirus HVTV-1	GCA_000905075.1	410
AGC34484.1--GCA_000905075.1	zeta toxin	Halovirus HVTV-1	GCA_000905075.1	1313
AGC34485.1--GCA_000905075.1	hypothetical protein HVTV1_116	Halovirus HVTV-1	GCA_000905075.1	153
AGC34486.1--GCA_000905075.1	HNH domain endonuclease	Halovirus HVTV-1	GCA_000905075.1	164
AGC34487.1--GCA_000905075.1	hypothetical protein HVTV1_118	Halovirus HVTV-1	GCA_000905075.1	63
AGC34488.1--GCA_000905075.1	prohead protease	Halovirus HVTV-1	GCA_000905075.1	637
AGC34489.1--GCA_000905075.1	major capsid protein	Halovirus HVTV-1	GCA_000905075.1	457
AGC34490.1--GCA_000905075.1	hypothetical protein HVTV1_121	Halovirus HVTV-1	GCA_000905075.1	125
AGC34491.1--GCA_000905075.1	hypothetical protein HVTV1_122	Halovirus HVTV-1	GCA_000905075.1	110
AGC34492.1--GCA_000905075.1	hypothetical protein HVTV1_123	Halovirus HVTV-1	GCA_000905075.1	137
AGC34493.1--GCA_000905075.1	hypothetical protein HVTV1_124	Halovirus HVTV-1	GCA_000905075.1	110
AGC34494.1--GCA_000905075.1	hypothetical protein HVTV1_125	Halovirus HVTV-1	GCA_000905075.1	226
AGC34495.1--GCA_000905075.1	hypothetical protein HVTV1_126	Halovirus HVTV-1	GCA_000905075.1	203
AGC34496.1--GCA_000905075.1	hypothetical protein HVTV1_127	Halovirus HVTV-1	GCA_000905075.1	156
AGC34497.1--GCA_000905075.1	hypothetical protein HVTV1_128	Halovirus HVTV-1	GCA_000905075.1	337
AGC34498.1--GCA_000905075.1	tail assembly chaperone	Halovirus HVTV-1	GCA_000905075.1	138
AGC34499.1--GCA_000905075.1	tail assembly chaperone	Halovirus HVTV-1	GCA_000905075.1	251
AGC34500.1--GCA_000905075.1	tape measure	Halovirus HVTV-1	GCA_000905075.1	480
AGC34501.1--GCA_000905075.1	hypothetical protein HVTV1_132	Halovirus HVTV-1	GCA_000905075.1	151
AGC34502.1--GCA_000905075.1	hypothetical protein HVTV1_133	Halovirus HVTV-1	GCA_000905075.1	476
AGC34503.1--GCA_000905075.1	hypothetical protein HVTV1_134	Halovirus HVTV-1	GCA_000905075.1	279
AGC34504.1--GCA_000905075.1	hypothetical protein HVTV1_135	Halovirus HVTV-1	GCA_000905075.1	330
AGC34505.1--GCA_000905075.1	tail baseplate	Halovirus HVTV-1	GCA_000905075.1	524
AGC34506.1--GCA_000905075.1	hypothetical protein HVTV1_137	Halovirus HVTV-1	GCA_000905075.1	367
AGC34507.1--GCA_000905075.1	hypothetical protein HVTV1_138	Halovirus HVTV-1	GCA_000905075.1	253
AGC34508.1--GCA_000905075.1	hypothetical protein HVTV1_139	Halovirus HVTV-1	GCA_000905075.1	46
AGC34509.1--GCA_000905075.1	hypothetical protein HVTV1_140	Halovirus HVTV-1	GCA_000905075.1	45
AGC34510.1--GCA_000905075.1	hypothetical protein HVTV1_141	Halovirus HVTV-1	GCA_000905075.1	72
AGC34511.1--GCA_000905075.1	hypothetical protein HVTV1_142	Halovirus HVTV-1	GCA_000905075.1	123
AGC34512.1--GCA_000905075.1	hypothetical protein HVTV1_143	Halovirus HVTV-1	GCA_000905075.1	174
AGC34513.1--GCA_000905075.1	hypothetical protein HVTV1_144	Halovirus HVTV-1	GCA_000905075.1	60
AGC34514.1--GCA_000905075.1	hypothetical protein HVTV1_145	Halovirus HVTV-1	GCA_000905075.1	142
AGC34515.1--GCA_000905075.1	hypothetical protein HVTV1_146	Halovirus HVTV-1	GCA_000905075.1	286
AGC34516.1--GCA_000905075.1	hypothetical protein HVTV1_147	Halovirus HVTV-1	GCA_000905075.1	208
AGC34517.1--GCA_000905075.1	hypothetical protein HVTV1_148	Halovirus HVTV-1	GCA_000905075.1	83
AGC34518.1--GCA_000905075.1	hypothetical protein HVTV1_149	Halovirus HVTV-1	GCA_000905075.1	79
AGC34519.1--GCA_000905075.1	hypothetical protein HVTV1_150	Halovirus HVTV-1	GCA_000905075.1	63
AGC34520.1--GCA_000905075.1	hypothetical protein HVTV1_151	Halovirus HVTV-1	GCA_000905075.1	60
AGC34521.1--GCA_000905075.1	hypothetical protein HVTV1_152	Halovirus HVTV-1	GCA_000905075.1	87
AGC34522.1--GCA_000905075.1	hypothetical protein HVTV1_153	Halovirus HVTV-1	GCA_000905075.1	61
AGC34523.1--GCA_000905075.1	hypothetical protein HVTV1_154	Halovirus HVTV-1	GCA_000905075.1	126
AGC34524.1--GCA_000905075.1	hypothetical protein HVTV1_155	Halovirus HVTV-1	GCA_000905075.1	158
AGC34525.1--GCA_000905075.1	hypothetical protein HVTV1_156	Halovirus HVTV-1	GCA_000905075.1	69
AGC34526.1--GCA_000905075.1	dCTP deaminase	Halovirus HVTV-1	GCA_000905075.1	214
AGC34527.1--GCA_000905075.1	hypothetical protein HVTV1_158	Halovirus HVTV-1	GCA_000905075.1	109
AGC34528.1--GCA_000905075.1	hypothetical protein HVTV1_159	Halovirus HVTV-1	GCA_000905075.1	77
AGC34529.1--GCA_000905075.1	hypothetical protein HVTV1_160	Halovirus HVTV-1	GCA_000905075.1	70
AGC34530.1--GCA_000905075.1	hypothetical protein HVTV1_161	Halovirus HVTV-1	GCA_000905075.1	46
AGC34531.1--GCA_000905075.1	hypothetical protein HVTV1_162	Halovirus HVTV-1	GCA_000905075.1	66
AGC34532.1--GCA_000905075.1	hypothetical protein HVTV1_163	Halovirus HVTV-1	GCA_000905075.1	56
AGC34533.1--GCA_000905075.1	hypothetical protein HVTV1_164	Halovirus HVTV-1	GCA_000905075.1	64
AGC34534.1--GCA_000905075.1	hypothetical protein HVTV1_165	Halovirus HVTV-1	GCA_000905075.1	61
AGC34535.1--GCA_000905075.1	hypothetical protein HVTV1_166	Halovirus HVTV-1	GCA_000905075.1	63
AGC34536.1--GCA_000905075.1	hypothetical protein HVTV1_167	Halovirus HVTV-1	GCA_000905075.1	61
AGC34537.1--GCA_000905075.1	hypothetical protein HVTV1_168	Halovirus HVTV-1	GCA_000905075.1	52
AGC34538.1--GCA_000905075.1	hypothetical protein HVTV1_169	Halovirus HVTV-1	GCA_000905075.1	66
AGC34539.1--GCA_000905075.1	hypothetical protein HVTV1_170	Halovirus HVTV-1	GCA_000905075.1	36
AGC34540.1--GCA_000905075.1	hypothetical protein HVTV1_171	Halovirus HVTV-1	GCA_000905075.1	62
AGC34541.1--GCA_000905075.1	hypothetical protein HVTV1_173	Halovirus HVTV-1	GCA_000905075.1	185
AGC34542.1--GCA_000905075.1	hypothetical protein HVTV1_174	Halovirus HVTV-1	GCA_000905075.1	43
AGC34543.1--GCA_000905075.1	hypothetical protein HVTV1_11	Halovirus HVTV-1	GCA_000905075.1	70
AGC34544.1--GCA_000905075.1	hypothetical protein HVTV1_15	Halovirus HVTV-1	GCA_000905075.1	61
AGC34545.1--GCA_000905075.1	hypothetical protein HVTV1_172	Halovirus HVTV-1	GCA_000905075.1	52
AGO48636.1--GCA_002755735.1	hypothetical protein Phi19:2_gp001	Cellulophaga phage phi19:2	GCA_002755735.1	51
AGO48637.1--GCA_002755735.1	hypothetical protein Phi19:2_gp002	Cellulophaga phage phi19:2	GCA_002755735.1	206
AGO48638.1--GCA_002755735.1	hypothetical protein Phi19:2_gp003	Cellulophaga phage phi19:2	GCA_002755735.1	101
AGO48639.1--GCA_002755735.1	hypothetical protein Phi19:2_gp004	Cellulophaga phage phi19:2	GCA_002755735.1	137
AGO48640.1--GCA_002755735.1	hypothetical protein Phi19:2_gp005	Cellulophaga phage phi19:2	GCA_002755735.1	98
AGO48641.1--GCA_002755735.1	hypothetical protein Phi19:2_gp006	Cellulophaga phage phi19:2	GCA_002755735.1	57
AGO48642.1--GCA_002755735.1	hypothetical protein Phi19:2_gp007	Cellulophaga phage phi19:2	GCA_002755735.1	88
AGO48643.1--GCA_002755735.1	hypothetical protein Phi19:2_gp008	Cellulophaga phage phi19:2	GCA_002755735.1	100
AGO48644.1--GCA_002755735.1	hypothetical protein Phi19:2_gp009	Cellulophaga phage phi19:2	GCA_002755735.1	58
AGO48645.1--GCA_002755735.1	hypothetical protein Phi19:2_gp010	Cellulophaga phage phi19:2	GCA_002755735.1	121
AGO48646.1--GCA_002755735.1	hypothetical protein Phi19:2_gp011	Cellulophaga phage phi19:2	GCA_002755735.1	76
AGO48647.1--GCA_002755735.1	hypothetical protein Phi19:2_gp012	Cellulophaga phage phi19:2	GCA_002755735.1	89
AGO48648.1--GCA_002755735.1	hypothetical protein Phi19:2_gp013	Cellulophaga phage phi19:2	GCA_002755735.1	108
AGO48649.1--GCA_002755735.1	hypothetical protein Phi19:2_gp014	Cellulophaga phage phi19:2	GCA_002755735.1	84
AGO48650.1--GCA_002755735.1	hypothetical protein Phi19:2_gp015	Cellulophaga phage phi19:2	GCA_002755735.1	173
AGO48651.1--GCA_002755735.1	hypothetical protein Phi19:2_gp016	Cellulophaga phage phi19:2	GCA_002755735.1	247
AGO48652.1--GCA_002755735.1	hypothetical protein Phi19:2_gp017	Cellulophaga phage phi19:2	GCA_002755735.1	149
AGO48653.1--GCA_002755735.1	structural protein	Cellulophaga phage phi19:2	GCA_002755735.1	148
AGO48654.1--GCA_002755735.1	hypothetical protein Phi19:2_gp019	Cellulophaga phage phi19:2	GCA_002755735.1	149
AGO48655.1--GCA_002755735.1	hypothetical protein Phi19:2_gp020	Cellulophaga phage phi19:2	GCA_002755735.1	47
AGO48656.1--GCA_002755735.1	structural protein	Cellulophaga phage phi19:2	GCA_002755735.1	623
AGO48657.1--GCA_002755735.1	structural protein	Cellulophaga phage phi19:2	GCA_002755735.1	350
AGO48658.1--GCA_002755735.1	structural protein	Cellulophaga phage phi19:2	GCA_002755735.1	326
AGO48659.1--GCA_002755735.1	structural protein	Cellulophaga phage phi19:2	GCA_002755735.1	827
AGO48660.1--GCA_002755735.1	structural protein	Cellulophaga phage phi19:2	GCA_002755735.1	682
AGO48661.1--GCA_002755735.1	putative tail protein	Cellulophaga phage phi19:2	GCA_002755735.1	690
AGO48662.1--GCA_002755735.1	structural protein	Cellulophaga phage phi19:2	GCA_002755735.1	328
AGO48663.1--GCA_002755735.1	structural protein	Cellulophaga phage phi19:2	GCA_002755735.1	190
AGO48664.1--GCA_002755735.1	structural protein	Cellulophaga phage phi19:2	GCA_002755735.1	162
AGO48665.1--GCA_002755735.1	SGNH hydrolase	Cellulophaga phage phi19:2	GCA_002755735.1	1248
AGO48666.1--GCA_002755735.1	hypothetical protein Phi19:2_gp031	Cellulophaga phage phi19:2	GCA_002755735.1	102
AGO48667.1--GCA_002755735.1	cupin domain containing protein	Cellulophaga phage phi19:2	GCA_002755735.1	143
AGO48668.1--GCA_002755735.1	D-alanyl-D-alanine carboxypeptidase	Cellulophaga phage phi19:2	GCA_002755735.1	139
AGO48669.1--GCA_002755735.1	hypothetical protein Phi19:2_gp034	Cellulophaga phage phi19:2	GCA_002755735.1	162
AGO48670.1--GCA_002755735.1	DEDDh exonuclease	Cellulophaga phage phi19:2	GCA_002755735.1	307
AGO48671.1--GCA_002755735.1	queuosine biosynthesis QueD, PTPS-I	Cellulophaga phage phi19:2	GCA_002755735.1	209
AGO48672.1--GCA_002755735.1	queuosine biosynthesis QueE radical SAM	Cellulophaga phage phi19:2	GCA_002755735.1	265
AGO48673.1--GCA_002755735.1	GTP cyclohydrolase I	Cellulophaga phage phi19:2	GCA_002755735.1	234
AGO48674.1--GCA_002755735.1	nucleoside triphosphate pyrophosphohydrolase	Cellulophaga phage phi19:2	GCA_002755735.1	195
AGO48675.1--GCA_002755735.1	hypothetical protein Phi19:2_gp040	Cellulophaga phage phi19:2	GCA_002755735.1	115
AGO48676.1--GCA_002755735.1	ATPase containing protein	Cellulophaga phage phi19:2	GCA_002755735.1	165
AGO48677.1--GCA_002755735.1	hypothetical protein Phi19:2_gp042	Cellulophaga phage phi19:2	GCA_002755735.1	259
AGO48678.1--GCA_002755735.1	hypothetical protein Phi19:2_gp043	Cellulophaga phage phi19:2	GCA_002755735.1	67
AGO48679.1--GCA_002755735.1	DNA polymerase III alpha subunit	Cellulophaga phage phi19:2	GCA_002755735.1	525
AGO48680.1--GCA_002755735.1	DNA polymerase III alpha subunit	Cellulophaga phage phi19:2	GCA_002755735.1	673
AGO48681.1--GCA_002755735.1	ATP dependent DNA ligase	Cellulophaga phage phi19:2	GCA_002755735.1	354
AGO48682.1--GCA_002755735.1	hypothetical protein Phi19:2_gp047	Cellulophaga phage phi19:2	GCA_002755735.1	35
AGO48683.1--GCA_002755735.1	hypothetical protein Phi19:2_gp048	Cellulophaga phage phi19:2	GCA_002755735.1	74
AGO48684.1--GCA_002755735.1	hypothetical protein Phi19:2_gp049	Cellulophaga phage phi19:2	GCA_002755735.1	179
AGO48685.1--GCA_002755735.1	hypothetical protein Phi19:2_gp050	Cellulophaga phage phi19:2	GCA_002755735.1	108
AGO48686.1--GCA_002755735.1	hypothetical protein Phi19:2_gp051	Cellulophaga phage phi19:2	GCA_002755735.1	305
AGO48687.1--GCA_002755735.1	hypothetical protein Phi19:2_gp052	Cellulophaga phage phi19:2	GCA_002755735.1	133
AGO48688.1--GCA_002755735.1	metallophosphatase	Cellulophaga phage phi19:2	GCA_002755735.1	341
AGO48689.1--GCA_002755735.1	recombinase A	Cellulophaga phage phi19:2	GCA_002755735.1	323
AGO48690.1--GCA_002755735.1	hypothetical protein Phi19:2_gp055	Cellulophaga phage phi19:2	GCA_002755735.1	159
AGO48691.1--GCA_002755735.1	structural protein	Cellulophaga phage phi19:2	GCA_002755735.1	92
AGO48692.1--GCA_002755735.1	hypothetical protein Phi19:2_gp057	Cellulophaga phage phi19:2	GCA_002755735.1	98
AGO48693.1--GCA_002755735.1	putative nucleoside triphosphate hydrolase	Cellulophaga phage phi19:2	GCA_002755735.1	720
AGO48694.1--GCA_002755735.1	hypothetical protein Phi19:2_gp059	Cellulophaga phage phi19:2	GCA_002755735.1	194
AGO48695.1--GCA_002755735.1	hypothetical protein Phi19:2_gp060	Cellulophaga phage phi19:2	GCA_002755735.1	100
AGO48696.1--GCA_002755735.1	helicase	Cellulophaga phage phi19:2	GCA_002755735.1	559
AGO48697.1--GCA_002755735.1	hypothetical protein Phi19:2_gp062	Cellulophaga phage phi19:2	GCA_002755735.1	125
AGO48698.1--GCA_002755735.1	Rnase H	Cellulophaga phage phi19:2	GCA_002755735.1	177
AGO48699.1--GCA_002755735.1	phosphoribosyl transferase	Cellulophaga phage phi19:2	GCA_002755735.1	142
AGO48700.1--GCA_002755735.1	hypothetical protein Phi19:2_gp065	Cellulophaga phage phi19:2	GCA_002755735.1	202
AGO48701.1--GCA_002755735.1	hypothetical protein Phi19:2_gp066	Cellulophaga phage phi19:2	GCA_002755735.1	215
AGO48702.1--GCA_002755735.1	ribonucleoside-diphosphate reductase large subunit	Cellulophaga phage phi19:2	GCA_002755735.1	789
AGO48703.1--GCA_002755735.1	DNA binding protein	Cellulophaga phage phi19:2	GCA_002755735.1	126
AGO48704.1--GCA_002755735.1	A1-like protein	Cellulophaga phage phi19:2	GCA_002755735.1	541
AGO48705.1--GCA_002755735.1	hypothetical protein Phi19:2_gp070	Cellulophaga phage phi19:2	GCA_002755735.1	142
AGO48706.1--GCA_002755735.1	hypothetical protein Phi19:2_gp071	Cellulophaga phage phi19:2	GCA_002755735.1	50
AGO48707.1--GCA_002755735.1	hypothetical protein Phi19:2_gp072	Cellulophaga phage phi19:2	GCA_002755735.1	72
AGO48708.1--GCA_002755735.1	hypothetical protein Phi19:2_gp073	Cellulophaga phage phi19:2	GCA_002755735.1	252
AGO48709.1--GCA_002755735.1	hypothetical protein Phi19:2_gp074	Cellulophaga phage phi19:2	GCA_002755735.1	106
AGO48710.1--GCA_002755735.1	DNA primase/helicase/ VirE	Cellulophaga phage phi19:2	GCA_002755735.1	644
AGO48711.1--GCA_002755735.1	hypothetical protein Phi19:2_gp076	Cellulophaga phage phi19:2	GCA_002755735.1	66
AGO48712.1--GCA_002755735.1	hypothetical protein Phi19:2_gp077	Cellulophaga phage phi19:2	GCA_002755735.1	141
AGO48713.1--GCA_002755735.1	hypothetical protein Phi19:2_gp078	Cellulophaga phage phi19:2	GCA_002755735.1	186
AGO48714.1--GCA_002755735.1	hypothetical protein Phi19:2_gp079	Cellulophaga phage phi19:2	GCA_002755735.1	142
AGO48715.1--GCA_002755735.1	hypothetical protein Phi19:2_gp080	Cellulophaga phage phi19:2	GCA_002755735.1	151
AGO48716.1--GCA_002755735.1	DNA-dependent RNA polymerase	Cellulophaga phage phi19:2	GCA_002755735.1	789
AGO48717.1--GCA_002755735.1	hypothetical protein Phi19:2_gp082	Cellulophaga phage phi19:2	GCA_002755735.1	47
